scale,anchor_p,seed_s0,terminal_q,terminal_index,chain_index,node_n,least_factor_for_audit_only,least_factor_over_sqrt_node,least_factor_over_visible_bound,node_offset_from_anchor,node_offset_from_seed,delta_prev,delta_next,prefix_delta_vector,chain_delta_vector,node_mod_30,offset_mod_30,visible_closed_count_before_node,visible_open_count_before_node,closure_reason_vector_before_node,candidate_bound,visible_divisor_bound,required_horizon,zero_horizon,required_horizon_over_sqrt_terminal
1000000000000,999999999161,999999999209,999999999247,2,1,999999999223,168227,0.16822716822716824,16.8227,62,14,14,24,[14],"[14,24,6,16,8,10,2]",13,2,3,0,"[""50:divisor_witness:59"",""56:divisor_witness:419"",""60:divisor_witness:31""]",128,10000,168227,False,0.16822716822716824
1000000000000,999999998867,999999998869,999999998939,2,1,999999998897,63863,0.06386306386306387,6.3863,30,28,28,42,[28],"[28,42,2,10,42]",17,0,6,0,"[""6:divisor_witness:4261"",""12:divisor_witness:7"",""14:divisor_witness:13"",""20:divisor_witness:47"",""24:divisor_witness:19"",""26:divisor_witness:7""]",128,10000,63863,False,0.06386306386306387
1000000000000,999999998611,999999998623,999999998713,4,1,999999998639,10867,0.010867010867010867,1.0867,28,16,16,38,[16],"[16,38,4,32,6,18]",29,28,3,0,"[""16:divisor_witness:7"",""18:divisor_witness:41"",""22:divisor_witness:71""]",128,10000,656833,False,0.6568336568336568
1000000000000,999999998611,999999998623,999999998713,4,2,999999998677,17627,0.017627017627017627,1.7627,66,54,38,4,"[16,38]","[16,38,4,32,6,18]",7,6,12,1,"[""16:divisor_witness:7"",""18:divisor_witness:41"",""22:divisor_witness:71"",""28:open"",""30:divisor_witness:7"",""36:divisor_witness:13"",""40:divisor_witness:157"",""42:divisor_witness:23"",""46:divisor_witness:11"",""48:divisor_witness:53"",""52:divisor_witness:19"",""58:divisor_witness:7"",""60:divisor_witness:163""]",128,10000,656833,False,0.6568336568336568
1000000000000,999999998611,999999998623,999999998713,4,3,999999998681,656833,0.6568336568336568,65.6833,70,58,4,32,"[16,38,4]","[16,38,4,32,6,18]",11,10,12,2,"[""16:divisor_witness:7"",""18:divisor_witness:41"",""22:divisor_witness:71"",""28:open"",""30:divisor_witness:7"",""36:divisor_witness:13"",""40:divisor_witness:157"",""42:divisor_witness:23"",""46:divisor_witness:11"",""48:divisor_witness:53"",""52:divisor_witness:19"",""58:divisor_witness:7"",""60:divisor_witness:163"",""66:open""]",128,10000,656833,False,0.6568336568336568
1000000000000,999999998533,999999998537,999999998567,3,1,999999998551,34061,0.034061034061034064,3.4061,18,14,14,12,[14],"[14,12,4,14,30,12,16]",1,18,3,0,"[""6:divisor_witness:31"",""10:divisor_witness:7"",""16:divisor_witness:19""]",128,10000,37483,False,0.03748303748303748
1000000000000,999999998533,999999998537,999999998567,3,2,999999998563,37483,0.03748303748303748,3.7483,30,26,12,4,"[14,12]","[14,12,4,14,30,12,16]",13,0,5,1,"[""6:divisor_witness:31"",""10:divisor_witness:7"",""16:divisor_witness:19"",""18:open"",""24:divisor_witness:7"",""28:divisor_witness:23""]",128,10000,37483,False,0.03748303748303748
1000000000000,999999998401,999999998411,999999998429,2,1,999999998419,59693,0.05969305969305969,5.9693,18,8,8,10,[8],"[8,10,12,8,12,18,18,12]",19,18,2,0,"[""12:divisor_witness:13"",""16:divisor_witness:7""]",128,10000,59693,False,0.05969305969305969
1000000000000,999999998237,999999998243,999999998281,2,1,999999998279,71809,0.07180907180907181,7.1809,42,36,36,2,[36],"[36,2,30]",29,12,8,0,"[""12:divisor_witness:7"",""14:divisor_witness:179"",""20:divisor_witness:13"",""24:divisor_witness:11"",""26:divisor_witness:7"",""30:divisor_witness:59"",""32:divisor_witness:29"",""36:divisor_witness:7841""]",128,10000,71809,False,0.07180907180907181
1000000000000,999999998069,999999998089,999999998141,2,1,999999998099,18617,0.018617018617018616,1.8617,30,10,10,42,[10],"[10,42,2,16,12,12,6,2]",29,0,1,0,"[""24:divisor_witness:19""]",128,10000,18617,False,0.018617018617018616
1000000000000,999999998021,999999998027,999999998047,2,1,999999998033,231359,0.23135923135923137,23.1359,12,6,6,14,[6],"[6,14,12,10,20,10,42,2]",23,12,1,0,"[""8:divisor_witness:947""]",128,10000,231359,False,0.23135923135923137
1000000000000,999999997939,999999997949,999999998021,4,1,999999997951,670399,0.6703996703996704,67.0399,12,2,2,16,[2],"[2,16,24,30,6,6,14,12]",1,12,0,0,[],128,10000,670399,False,0.6703996703996704
1000000000000,999999997939,999999997949,999999998021,4,2,999999997967,85447,0.08544708544708544,8.5447,28,18,16,24,"[2,16]","[2,16,24,30,6,6,14,12]",17,28,3,1,"[""12:open"",""18:divisor_witness:73"",""22:divisor_witness:661"",""24:divisor_witness:23""]",128,10000,670399,False,0.6703996703996704
1000000000000,999999997939,999999997949,999999998021,4,3,999999997991,19553,0.01955301955301955,1.9553,52,42,24,30,"[2,16,24]","[2,16,24,30,6,6,14,12]",11,22,8,2,"[""12:open"",""18:divisor_witness:73"",""22:divisor_witness:661"",""24:divisor_witness:23"",""28:open"",""30:divisor_witness:7"",""34:divisor_witness:41"",""40:divisor_witness:19"",""42:divisor_witness:17"",""48:divisor_witness:251""]",128,10000,670399,False,0.6703996703996704
1000000000000,999999997831,999999997849,999999997907,5,1,999999997861,23227,0.023227023227023226,2.3227,30,12,12,16,[12],"[12,16,6,6,18,26,6,10]",1,0,2,0,"[""22:divisor_witness:37"",""28:divisor_witness:79""]",128,10000,239947,False,0.23994723994723996
1000000000000,999999997831,999999997849,999999997907,5,2,999999997877,20327,0.02032702032702033,2.0327,46,28,16,6,"[12,16]","[12,16,6,6,18,26,6,10]",17,16,5,1,"[""22:divisor_witness:37"",""28:divisor_witness:79"",""30:open"",""36:divisor_witness:13"",""40:divisor_witness:7"",""42:divisor_witness:1823""]",128,10000,239947,False,0.23994723994723996
1000000000000,999999997831,999999997849,999999997907,5,3,999999997883,55871,0.05587105587105587,5.5871,52,34,6,6,"[12,16,6]","[12,16,6,6,18,26,6,10]",23,22,6,2,"[""22:divisor_witness:37"",""28:divisor_witness:79"",""30:open"",""36:divisor_witness:13"",""40:divisor_witness:7"",""42:divisor_witness:1823"",""46:open"",""48:divisor_witness:17""]",128,10000,239947,False,0.23994723994723996
1000000000000,999999997831,999999997849,999999997907,5,4,999999997889,239947,0.23994723994723996,23.9947,58,40,6,18,"[12,16,6,6]","[12,16,6,6,18,26,6,10]",29,28,6,3,"[""22:divisor_witness:37"",""28:divisor_witness:79"",""30:open"",""36:divisor_witness:13"",""40:divisor_witness:7"",""42:divisor_witness:1823"",""46:open"",""48:divisor_witness:17"",""52:open""]",128,10000,239947,False,0.23994723994723996
1000000000000,999999997517,999999997553,999999997589,2,1,999999997567,501623,0.5016235016235017,50.1623,50,14,14,22,[14],"[14,22,8,6,18]",7,20,2,0,"[""42:divisor_witness:59"",""44:divisor_witness:19""]",128,10000,501623,False,0.5016235016235017
1000000000000,999999997459,999999997463,999999997517,4,1,999999997487,72091,0.07209107209107209,7.2091,28,24,24,14,[24],"[24,14,10,6,36,14]",17,28,5,0,"[""10:divisor_witness:11"",""12:divisor_witness:17"",""18:divisor_witness:13"",""22:divisor_witness:41"",""24:divisor_witness:37""]",128,10000,308761,False,0.30876130876130875
1000000000000,999999997459,999999997463,999999997517,4,2,999999997501,91393,0.09139309139309139,9.1393,42,38,14,10,"[24,14]","[24,14,10,6,36,14]",1,12,8,1,"[""10:divisor_witness:11"",""12:divisor_witness:17"",""18:divisor_witness:13"",""22:divisor_witness:41"",""24:divisor_witness:37"",""28:open"",""30:divisor_witness:499"",""34:divisor_witness:7"",""40:divisor_witness:67""]",128,10000,308761,False,0.30876130876130875
1000000000000,999999997459,999999997463,999999997517,4,3,999999997511,308761,0.30876130876130875,30.8761,52,48,10,6,"[24,14,10]","[24,14,10,6,36,14]",11,22,9,2,"[""10:divisor_witness:11"",""12:divisor_witness:17"",""18:divisor_witness:13"",""22:divisor_witness:41"",""24:divisor_witness:37"",""28:open"",""30:divisor_witness:499"",""34:divisor_witness:7"",""40:divisor_witness:67"",""42:open"",""48:divisor_witness:7""]",128,10000,308761,False,0.30876130876130875
1000000000000,999999997433,999999997439,999999997459,2,1,999999997453,85259,0.08525908525908527,8.5259,20,14,14,6,[14],"[14,6,4,24,14,10,6,36]",13,20,3,0,"[""8:divisor_witness:59"",""14:divisor_witness:11"",""18:divisor_witness:7""]",128,10000,85259,False,0.08525908525908527
1000000000000,999999997343,999999997351,999999997391,3,1,999999997363,114997,0.114997114997115,11.4997,20,12,12,16,[12],"[12,16,12,2,4,32,4,6]",13,20,2,0,"[""14:divisor_witness:397"",""18:divisor_witness:31""]",128,10000,229639,False,0.22963922963922964
1000000000000,999999997343,999999997351,999999997391,3,2,999999997379,229639,0.22963922963922964,22.9639,36,28,16,12,"[12,16]","[12,16,12,2,4,32,4,6]",29,6,5,1,"[""14:divisor_witness:397"",""18:divisor_witness:31"",""20:open"",""24:divisor_witness:7"",""26:divisor_witness:17"",""30:divisor_witness:13""]",128,10000,229639,False,0.22963922963922964
1000000000000,999999997201,999999997223,999999997259,2,1,999999997253,296183,0.2961832961832962,29.6183,52,30,30,6,[30],"[30,6,18,30,20]",23,22,7,0,"[""28:divisor_witness:2137"",""30:divisor_witness:67"",""36:divisor_witness:31"",""40:divisor_witness:7"",""42:divisor_witness:13"",""46:divisor_witness:5521"",""48:divisor_witness:11""]",128,10000,296183,False,0.2961832961832962
1000000000000,999999997103,999999997121,999999997147,2,1,999999997133,28927,0.028927028927028926,2.8927,30,12,12,14,[12],"[12,14,4,12,26,12,22]",23,0,3,0,"[""20:divisor_witness:599"",""24:divisor_witness:2053"",""26:divisor_witness:7""]",128,10000,28927,False,0.028927028927028926
1000000000000,999999997013,999999997093,999999997103,2,1,999999997099,39503,0.0395030395030395,3.9503,86,6,6,4,[6],"[6,4,18,12]",19,26,1,0,"[""84:divisor_witness:17""]",128,10000,39503,False,0.0395030395030395
1000000000000,999999996823,999999996833,999999996881,2,1,999999996871,126949,0.12694912694912694,12.6949,48,38,38,10,[38],"[38,10,6,2,10,2,48]",1,18,9,0,"[""16:divisor_witness:19"",""18:divisor_witness:107"",""24:divisor_witness:373"",""28:divisor_witness:59"",""30:divisor_witness:11"",""34:divisor_witness:53"",""36:divisor_witness:17"",""40:divisor_witness:7"",""46:divisor_witness:89""]",128,10000,126949,False,0.12694912694912694
1000000000000,999999996473,999999996511,999999996581,2,1,999999996533,41927,0.04192704192704193,4.1927,60,22,22,48,[22],"[22,48,18,2]",23,0,5,0,"[""44:divisor_witness:5683"",""48:divisor_witness:37"",""50:divisor_witness:11"",""54:divisor_witness:7"",""56:divisor_witness:29""]",128,10000,41927,False,0.04192704192704193
1000000000000,999999995993,999999996011,999999996097,5,1,999999996019,190709,0.1907091907091907,19.0709,26,8,8,52,[8],"[8,52,18,2,6]",19,26,2,0,"[""20:divisor_witness:3461"",""24:divisor_witness:11""]",128,10000,286697,False,0.2866972866972867
1000000000000,999999995993,999999996011,999999996097,5,2,999999996071,186107,0.1861071861071861,18.6107,78,60,52,18,"[8,52]","[8,52,18,2,6]",11,18,14,1,"[""20:divisor_witness:3461"",""24:divisor_witness:11"",""26:open"",""30:divisor_witness:7"",""36:divisor_witness:433"",""38:divisor_witness:23"",""44:divisor_witness:7"",""48:divisor_witness:19"",""50:divisor_witness:17"",""54:divisor_witness:13"",""56:divisor_witness:7103"",""60:divisor_witness:277"",""66:divisor_witness:31"",""68:divisor_witness:11"",""74:divisor_witness:47""]",128,10000,286697,False,0.2866972866972867
1000000000000,999999995993,999999996011,999999996097,5,3,999999996089,38653,0.03865303865303865,3.8653,96,78,18,2,"[8,52,18]","[8,52,18,2,6]",29,6,18,2,"[""20:divisor_witness:3461"",""24:divisor_witness:11"",""26:open"",""30:divisor_witness:7"",""36:divisor_witness:433"",""38:divisor_witness:23"",""44:divisor_witness:7"",""48:divisor_witness:19"",""50:divisor_witness:17"",""54:divisor_witness:13"",""56:divisor_witness:7103"",""60:divisor_witness:277"",""66:divisor_witness:31"",""68:divisor_witness:11"",""74:divisor_witness:47"",""78:open"",""80:divisor_witness:13"",""84:divisor_witness:17"",""86:divisor_witness:7"",""90:divisor_witness:11""]",128,10000,286697,False,0.2866972866972867
1000000000000,999999995993,999999996011,999999996097,5,4,999999996091,286697,0.2866972866972867,28.6697,98,80,2,6,"[8,52,18,2]","[8,52,18,2,6]",1,8,18,3,"[""20:divisor_witness:3461"",""24:divisor_witness:11"",""26:open"",""30:divisor_witness:7"",""36:divisor_witness:433"",""38:divisor_witness:23"",""44:divisor_witness:7"",""48:divisor_witness:19"",""50:divisor_witness:17"",""54:divisor_witness:13"",""56:divisor_witness:7103"",""60:divisor_witness:277"",""66:divisor_witness:31"",""68:divisor_witness:11"",""74:divisor_witness:47"",""78:open"",""80:divisor_witness:13"",""84:divisor_witness:17"",""86:divisor_witness:7"",""90:divisor_witness:11"",""96:open""]",128,10000,286697,False,0.2866972866972867
1000000000000,999999995653,999999995681,999999995711,3,1,999999995689,16747,0.016747016747016747,1.6747,36,8,8,4,[8],"[8,4,18,36,26]",19,6,2,0,"[""30:divisor_witness:13"",""34:divisor_witness:7""]",128,10000,16747,False,0.016747016747016747
1000000000000,999999995653,999999995681,999999995711,3,2,999999995693,11299,0.0112990112990113,1.1299,40,12,4,18,"[8,4]","[8,4,18,36,26]",23,10,2,1,"[""30:divisor_witness:13"",""34:divisor_witness:7"",""36:open""]",128,10000,16747,False,0.016747016747016747
1000000000000,999999995581,999999995591,999999995653,5,1,999999995609,119389,0.11938911938911939,11.9389,28,18,18,20,[18],"[18,20,10,2,12,28,8,4]",29,28,4,0,"[""12:divisor_witness:43"",""16:divisor_witness:47"",""18:divisor_witness:11"",""22:divisor_witness:7""]",128,10000,226631,False,0.22663122663122662
1000000000000,999999995581,999999995591,999999995653,5,2,999999995629,226631,0.22663122663122662,22.6631,48,38,20,10,"[18,20]","[18,20,10,2,12,28,8,4]",19,18,9,1,"[""12:divisor_witness:43"",""16:divisor_witness:47"",""18:divisor_witness:11"",""22:divisor_witness:7"",""28:open"",""30:divisor_witness:61"",""36:divisor_witness:7"",""40:divisor_witness:11"",""42:divisor_witness:19"",""46:divisor_witness:7529""]",128,10000,226631,False,0.22663122663122662
1000000000000,999999995581,999999995591,999999995653,5,3,999999995639,177811,0.1778111778111778,17.7811,58,48,10,2,"[18,20,10]","[18,20,10,2,12,28,8,4]",29,28,10,2,"[""12:divisor_witness:43"",""16:divisor_witness:47"",""18:divisor_witness:11"",""22:divisor_witness:7"",""28:open"",""30:divisor_witness:61"",""36:divisor_witness:7"",""40:divisor_witness:11"",""42:divisor_witness:19"",""46:divisor_witness:7529"",""48:open"",""52:divisor_witness:37""]",128,10000,226631,False,0.22663122663122662
1000000000000,999999995581,999999995591,999999995653,5,4,999999995641,53401,0.0534010534010534,5.3401,60,50,2,12,"[18,20,10,2]","[18,20,10,2,12,28,8,4]",1,0,10,3,"[""12:divisor_witness:43"",""16:divisor_witness:47"",""18:divisor_witness:11"",""22:divisor_witness:7"",""28:open"",""30:divisor_witness:61"",""36:divisor_witness:7"",""40:divisor_witness:11"",""42:divisor_witness:19"",""46:divisor_witness:7529"",""48:open"",""52:divisor_witness:37"",""58:open""]",128,10000,226631,False,0.22663122663122662
1000000000000,999999995537,999999995539,999999995573,2,1,999999995549,383951,0.38395138395138395,38.3951,12,10,10,24,[10],"[10,24,8,10,18,20,10,2]",29,12,1,0,"[""6:divisor_witness:29""]",128,10000,383951,False,0.38395138395138395
1000000000000,999999995147,999999995149,999999995177,2,1,999999995171,35899,0.0358990358990359,3.5899,24,22,22,6,[22],"[22,6,24,6,26,4,20]",11,24,4,0,"[""6:divisor_witness:223"",""12:divisor_witness:11"",""14:divisor_witness:53"",""20:divisor_witness:19""]",128,10000,35899,False,0.0358990358990359
1000000000000,999999994517,999999994531,999999994579,2,1,999999994549,22573,0.022573022573022572,2.2573,32,18,18,30,[18],"[18,30,4,18,2,4,6,26]",19,2,4,0,"[""20:divisor_witness:211"",""24:divisor_witness:79"",""26:divisor_witness:11"",""30:divisor_witness:17""]",128,10000,22573,False,0.022573022573022572
1000000000000,999999994379,999999994381,999999994403,2,1,999999994387,130811,0.1308111308111308,13.0811,8,6,6,16,[6],"[6,16,20,6,10,18,2,4]",7,8,0,0,[],128,10000,130811,False,0.1308111308111308
1000000000000,999999994319,999999994339,999999994361,2,1,999999994351,13487,0.013487013487013488,1.3487,32,12,12,10,[12],"[12,10,2,16,2,6,16,20]",1,2,2,0,"[""24:divisor_witness:7"",""30:divisor_witness:83""]",128,10000,13487,False,0.013487013487013488
1000000000000,999999994009,999999994043,999999994087,3,1,999999994051,787489,0.7874897874897875,78.7489,42,8,8,10,[8],"[8,10,26,24,6,10]",1,12,1,0,"[""40:divisor_witness:7""]",128,10000,787489,False,0.7874897874897875
1000000000000,999999994009,999999994043,999999994087,3,2,999999994061,72161,0.07216107216107216,7.2161,52,18,10,26,"[8,10]","[8,10,26,24,6,10]",11,22,2,1,"[""40:divisor_witness:7"",""42:open"",""48:divisor_witness:3673""]",128,10000,787489,False,0.7874897874897875
1000000000000,999999993929,999999993953,999999994009,3,1,999999993983,196111,0.19611119611119612,19.6111,54,30,30,8,[30],"[30,8,18,34,8]",23,24,7,0,"[""30:divisor_witness:43"",""32:divisor_witness:23"",""38:divisor_witness:13"",""42:divisor_witness:11"",""44:divisor_witness:137"",""48:divisor_witness:29"",""50:divisor_witness:7""]",128,10000,196111,False,0.19611119611119612
1000000000000,999999993929,999999993953,999999994009,3,2,999999993991,11083,0.011083011083011083,1.1083,62,38,8,18,"[30,8]","[30,8,18,34,8]",1,2,8,1,"[""30:divisor_witness:43"",""32:divisor_witness:23"",""38:divisor_witness:13"",""42:divisor_witness:11"",""44:divisor_witness:137"",""48:divisor_witness:29"",""50:divisor_witness:7"",""54:open"",""60:divisor_witness:19""]",128,10000,196111,False,0.19611119611119612
1000000000000,999999993871,999999993877,999999993899,3,1,999999993887,517507,0.5175075175075176,51.7507,16,10,10,6,[10],"[10,6,6,8,4,18,24,30]",17,16,2,0,"[""10:divisor_witness:7"",""12:divisor_witness:11""]",128,10000,517507,False,0.5175075175075176
1000000000000,999999993871,999999993877,999999993899,3,2,999999993893,63793,0.06379306379306379,6.3793,22,16,6,6,"[10,6]","[10,6,6,8,4,18,24,30]",23,22,3,1,"[""10:divisor_witness:7"",""12:divisor_witness:11"",""16:open"",""18:divisor_witness:13""]",128,10000,517507,False,0.5175075175075176
1000000000000,999999993653,999999993689,999999993749,3,1,999999993691,402049,0.40204940204940204,40.2049,38,2,2,48,[2],"[2,48,10,8,6,16]",1,8,0,0,[],128,10000,402049,False,0.40204940204940204
1000000000000,999999993653,999999993689,999999993749,3,2,999999993739,78079,0.07807907807907807,7.8079,86,50,48,10,"[2,48]","[2,48,10,8,6,16]",19,26,12,1,"[""38:open"",""44:divisor_witness:17"",""48:divisor_witness:43"",""50:divisor_witness:31"",""54:divisor_witness:11"",""56:divisor_witness:37"",""60:divisor_witness:7"",""66:divisor_witness:977"",""68:divisor_witness:109"",""74:divisor_witness:7"",""78:divisor_witness:17"",""80:divisor_witness:13"",""84:divisor_witness:101""]",128,10000,402049,False,0.40204940204940204
1000000000000,999999993361,999999993371,999999993389,2,1,999999993373,186253,0.18625318625318626,18.6253,12,2,2,16,[2],"[2,16,48,30,14]",13,12,0,0,[],128,10000,186253,False,0.18625318625318626
1000000000000,999999993287,999999993301,999999993361,2,1,999999993337,245039,0.24503924503924504,24.5039,50,36,36,24,[36],"[36,24,10,2,16]",7,20,8,0,"[""20:divisor_witness:7"",""24:divisor_witness:11"",""26:divisor_witness:157"",""30:divisor_witness:13"",""32:divisor_witness:113"",""36:divisor_witness:17"",""42:divisor_witness:607"",""44:divisor_witness:31""]",128,10000,245039,False,0.24503924503924504
1000000000000,999999992843,999999992911,999999992941,2,1,999999992917,27197,0.0271970271970272,2.7197,74,6,6,24,[6],"[6,24,6]",7,14,0,0,[],128,10000,27197,False,0.0271970271970272
1000000000000,999999992743,999999992749,999999992843,4,1,999999992801,27823,0.027823027823027823,2.7823,58,52,52,32,[52],"[52,32,4,6]",11,28,12,0,"[""10:divisor_witness:929"",""16:divisor_witness:29"",""18:divisor_witness:7"",""24:divisor_witness:173"",""28:divisor_witness:13"",""30:divisor_witness:19"",""34:divisor_witness:47"",""36:divisor_witness:17"",""40:divisor_witness:11"",""46:divisor_witness:7"",""48:divisor_witness:4877"",""54:divisor_witness:13""]",128,10000,75557,False,0.07555707555707555
1000000000000,999999992743,999999992749,999999992843,4,2,999999992833,11807,0.011807011807011807,1.1807,90,84,32,4,"[52,32]","[52,32,4,6]",13,0,20,1,"[""10:divisor_witness:929"",""16:divisor_witness:29"",""18:divisor_witness:7"",""24:divisor_witness:173"",""28:divisor_witness:13"",""30:divisor_witness:19"",""34:divisor_witness:47"",""36:divisor_witness:17"",""40:divisor_witness:11"",""46:divisor_witness:7"",""48:divisor_witness:4877"",""54:divisor_witness:13"",""58:open"",""60:divisor_witness:7"",""64:divisor_witness:41"",""66:divisor_witness:67"",""70:divisor_witness:17"",""76:divisor_witness:877"",""78:divisor_witness:37"",""84:divisor_witness:11"",""88:divisor_witness:7""]",128,10000,75557,False,0.07555707555707555
1000000000000,999999992743,999999992749,999999992843,4,3,999999992837,75557,0.07555707555707555,7.5557,94,88,4,6,"[52,32,4]","[52,32,4,6]",17,4,20,2,"[""10:divisor_witness:929"",""16:divisor_witness:29"",""18:divisor_witness:7"",""24:divisor_witness:173"",""28:divisor_witness:13"",""30:divisor_witness:19"",""34:divisor_witness:47"",""36:divisor_witness:17"",""40:divisor_witness:11"",""46:divisor_witness:7"",""48:divisor_witness:4877"",""54:divisor_witness:13"",""58:open"",""60:divisor_witness:7"",""64:divisor_witness:41"",""66:divisor_witness:67"",""70:divisor_witness:17"",""76:divisor_witness:877"",""78:divisor_witness:37"",""84:divisor_witness:11"",""88:divisor_witness:7"",""90:open""]",128,10000,75557,False,0.07555707555707555
1000000000000,999999992647,999999992653,999999992731,4,1,999999992681,192601,0.1926011926011926,19.2601,34,28,28,6,[28],"[28,6,26,18,6,4,2,6]",11,4,6,0,"[""10:divisor_witness:353"",""12:divisor_witness:19"",""16:divisor_witness:7"",""22:divisor_witness:43"",""24:divisor_witness:1831"",""30:divisor_witness:7""]",128,10000,650401,False,0.6504016504016504
1000000000000,999999992647,999999992653,999999992731,4,2,999999992687,30773,0.030773030773030775,3.0773,40,34,6,26,"[28,6]","[28,6,26,18,6,4,2,6]",17,10,7,1,"[""10:divisor_witness:353"",""12:divisor_witness:19"",""16:divisor_witness:7"",""22:divisor_witness:43"",""24:divisor_witness:1831"",""30:divisor_witness:7"",""34:open"",""36:divisor_witness:47""]",128,10000,650401,False,0.6504016504016504
1000000000000,999999992647,999999992653,999999992731,4,3,999999992713,650401,0.6504016504016504,65.0401,66,60,26,18,"[28,6,26]","[28,6,26,18,6,4,2,6]",13,6,13,2,"[""10:divisor_witness:353"",""12:divisor_witness:19"",""16:divisor_witness:7"",""22:divisor_witness:43"",""24:divisor_witness:1831"",""30:divisor_witness:7"",""34:open"",""36:divisor_witness:47"",""40:open"",""42:divisor_witness:83"",""46:divisor_witness:13"",""52:divisor_witness:1187"",""54:divisor_witness:29"",""60:divisor_witness:2129"",""64:divisor_witness:17""]",128,10000,650401,False,0.6504016504016504
1000000000000,999999992539,999999992567,999999992611,2,1,999999992569,216103,0.21610321610321612,21.6103,30,2,2,42,[2],"[2,42,28,8,6]",19,0,0,0,[],128,10000,216103,False,0.21610321610321612
1000000000000,999999992447,999999992461,999999992531,3,1,999999992471,137743,0.13774313774313773,13.7743,24,10,10,20,[10],"[10,20,40,8,28,2]",11,24,1,0,"[""20:divisor_witness:7""]",128,10000,137743,False,0.13774313774313773
