scale,p,chain_seed,q,chain_position_selected,has_false_preterminal_nodes,gwr_status,gwr_recovered_q,matches_terminal_q,error
1000000000000000000,999999999999994073,999999999999994093,999999999999994111,1,False,ok,999999999999994111,True,
1000000000000000000,999999999999993989,999999999999993997,999999999999994073,6,True,ok,999999999999994073,True,
1000000000000000000,999999999999993683,999999999999993719,999999999999993779,2,True,ok,999999999999993779,True,
1000000000000000000,999999999999993647,999999999999993649,999999999999993679,3,True,ok,999999999999993679,True,
1000000000000000000,999999999999993571,999999999999993613,999999999999993647,4,True,ok,999999999999993647,True,
1000000000000000000,999999999999993281,999999999999993283,999999999999993341,1,False,ok,999999999999993341,True,
1000000000000000000,999999999999993269,999999999999993271,999999999999993281,2,True,ok,999999999999993281,True,
1000000000000000000,999999999999993173,999999999999993233,999999999999993269,4,True,ok,999999999999993269,True,
1000000000000000000,999999999999993103,999999999999993119,999999999999993173,1,False,ok,999999999999993173,True,
1000000000000000000,999999999999993019,999999999999993023,999999999999993077,6,True,ok,999999999999993077,True,
1000000000000000000,999999999999992939,999999999999992989,999999999999993011,1,False,ok,999999999999993011,True,
1000000000000000000,999999999999992917,999999999999992921,999999999999992939,2,True,ok,999999999999992939,True,
1000000000000000000,999999999999992617,999999999999992647,999999999999992681,3,True,ok,999999999999992681,True,
1000000000000000000,999999999999992603,999999999999992611,999999999999992617,1,False,ok,999999999999992617,True,
1000000000000000000,999999999999992581,999999999999992587,999999999999992603,1,False,ok,999999999999992603,True,
1000000000000000000,999999999999992503,999999999999992507,999999999999992543,3,True,ok,999999999999992543,True,
1000000000000000000,999999999999992473,999999999999992489,999999999999992503,1,False,ok,999999999999992503,True,
1000000000000000000,999999999999992417,999999999999992419,999999999999992449,1,False,ok,999999999999992449,True,
1000000000000000000,999999999999992333,999999999999992357,999999999999992417,4,True,ok,999999999999992417,True,
1000000000000000000,999999999999992219,999999999999992261,999999999999992293,4,True,ok,999999999999992293,True,
1000000000000000000,999999999999992177,999999999999992203,999999999999992207,1,False,ok,999999999999992207,True,
1000000000000000000,999999999999992141,999999999999992161,999999999999992177,1,False,ok,999999999999992177,True,
1000000000000000000,999999999999992099,999999999999992111,999999999999992141,2,True,ok,999999999999992141,True,
1000000000000000000,999999999999992053,999999999999992077,999999999999992099,1,False,ok,999999999999992099,True,
1000000000000000000,999999999999991997,999999999999992021,999999999999992053,1,False,ok,999999999999992053,True,
1000000000000000000,999999999999991847,999999999999991891,999999999999991967,2,True,ok,999999999999991967,True,
1000000000000000000,999999999999991841,999999999999991843,999999999999991847,1,False,ok,999999999999991847,True,
1000000000000000000,999999999999991813,999999999999991831,999999999999991841,1,False,ok,999999999999991841,True,
1000000000000000000,999999999999991769,999999999999991789,999999999999991813,2,True,ok,999999999999991813,True,
1000000000000000000,999999999999991657,999999999999991699,999999999999991717,2,True,ok,999999999999991717,True,
1000000000000000000,999999999999991597,999999999999991633,999999999999991657,1,False,ok,999999999999991657,True,
1000000000000000000,999999999999991511,999999999999991513,999999999999991597,5,True,ok,999999999999991597,True,
1000000000000000000,999999999999991493,999999999999991499,999999999999991511,1,False,ok,999999999999991511,True,
1000000000000000000,999999999999991423,999999999999991433,999999999999991493,1,False,ok,999999999999991493,True,
1000000000000000000,999999999999991271,999999999999991273,999999999999991391,4,True,ok,999999999999991391,True,
1000000000000000000,999999999999991223,999999999999991241,999999999999991271,2,True,ok,999999999999991271,True,
1000000000000000000,999999999999991189,999999999999991201,999999999999991223,2,True,ok,999999999999991223,True,
1000000000000000000,999999999999991099,999999999999991139,999999999999991153,2,True,ok,999999999999991153,True,
1000000000000000000,999999999999991079,999999999999991091,999999999999991099,2,True,ok,999999999999991099,True,
1000000000000000000,999999999999991037,999999999999991051,999999999999991079,3,True,ok,999999999999991079,True,
1000000000000000000,999999999999990961,999999999999990967,999999999999991037,2,True,ok,999999999999991037,True,
1000000000000000000,999999999999990877,999999999999990881,999999999999990961,3,True,ok,999999999999990961,True,
1000000000000000000,999999999999990713,999999999999990739,999999999999990833,7,True,ok,999999999999990833,True,
1000000000000000000,999999999999990593,999999999999990617,999999999999990623,1,False,error,,False,"ValueError: no d=4 witness exists in [999999999999990617, 999999999999990623)"
1000000000000000000,999999999999990551,999999999999990553,999999999999990593,3,True,ok,999999999999990593,True,
1000000000000000000,999999999999990323,999999999999990359,999999999999990401,5,True,ok,999999999999990401,True,
1000000000000000000,999999999999990203,999999999999990217,999999999999990323,8,True,ok,999999999999990323,True,
1000000000000000000,999999999999990151,999999999999990163,999999999999990169,1,False,ok,999999999999990169,True,
1000000000000000000,999999999999990113,999999999999990133,999999999999990151,1,False,ok,999999999999990151,True,
1000000000000000000,999999999999990071,999999999999990097,999999999999990107,1,False,error,,False,"ValueError: no d=4 witness exists in [999999999999990097, 999999999999990107)"
1000000000000000000,999999999999989969,999999999999989983,999999999999989999,1,False,ok,999999999999989999,True,
1000000000000000000,999999999999989951,999999999999989957,999999999999989969,1,False,ok,999999999999989969,True,
1000000000000000000,999999999999989893,999999999999989927,999999999999989951,1,False,ok,999999999999989951,True,
1000000000000000000,999999999999989867,999999999999989881,999999999999989893,1,False,ok,999999999999989893,True,
1000000000000000000,999999999999989759,999999999999989789,999999999999989801,2,True,ok,999999999999989801,True,
