left_prime,right_prime,left_residue_mod30,right_residue_mod30,preceding_type_key,preceding_family,preceding_gap_width,following_type_key,following_family,following_gap_width,same_outer_family
115859,115861,29,1,o6_d8_a1_higher_divisor_even,higher_divisor_even,6,o6_d4_a4_odd_semiprime,odd_semiprime,12,False
115877,115879,17,19,o4_d12_a3_higher_divisor_even,higher_divisor_even,4,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,True
115901,115903,11,13,o6_d4_a3_even_semiprime,even_semiprime,10,o4_d4_a6_odd_semiprime,odd_semiprime,28,False
115931,115933,11,13,o4_d4_a6_odd_semiprime,odd_semiprime,28,o4_d4_a4_odd_semiprime,odd_semiprime,30,True
115979,115981,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,16,o6_d4_a1_even_semiprime,even_semiprime,6,False
116099,116101,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,10,o6_d8_a1_higher_divisor_even,higher_divisor_even,6,False
116189,116191,29,1,o2_d4_a6_odd_semiprime,odd_semiprime,12,o6_d4_a6_odd_semiprime,odd_semiprime,10,True
116531,116533,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,24,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,False
116537,116539,17,19,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a3_even_semiprime,even_semiprime,10,False
116687,116689,17,19,o2_d8_a1_higher_divisor_even,higher_divisor_even,6,o4_d4_a4_odd_semiprime,odd_semiprime,18,False
116789,116791,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,42,o6_d8_a3_higher_divisor_even,higher_divisor_even,6,False
116927,116929,17,19,o4_d6_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a2_odd_semiprime,odd_semiprime,4,False
117041,117043,11,13,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a6_odd_semiprime,odd_semiprime,10,False
117191,117193,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,24,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
117239,117241,29,1,o4_d4_a3_even_semiprime,even_semiprime,16,o6_d6_a3_higher_divisor_even,higher_divisor_even,10,False
117329,117331,29,1,o4_d4_a2_odd_semiprime,odd_semiprime,10,o6_d4_a6_odd_semiprime,odd_semiprime,22,True
117371,117373,11,13,o6_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a1_even_semiprime,even_semiprime,16,False
117497,117499,17,19,o6_d4_a6_odd_semiprime,odd_semiprime,54,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,False
117539,117541,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,10,o6_d4_a1_even_semiprime,even_semiprime,22,False
117617,117619,17,19,o4_d4_a1_even_semiprime,even_semiprime,40,o4_d4_a8_odd_semiprime,odd_semiprime,24,False
117671,117673,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a4_odd_semiprime,odd_semiprime,6,True
117701,117703,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,22,o4_d4_a4_odd_semiprime,odd_semiprime,6,True
117809,117811,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d4_a3_even_semiprime,even_semiprime,22,False
117839,117841,29,1,o6_d4_a2_odd_semiprime,odd_semiprime,6,o6_d4_a1_even_semiprime,even_semiprime,10,False
117881,117883,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,4,o4_d4_a3_even_semiprime,even_semiprime,6,False
117977,117979,17,19,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a3_even_semiprime,even_semiprime,10,False
117989,117991,29,1,o4_d4_a3_even_semiprime,even_semiprime,10,o6_d4_a3_even_semiprime,even_semiprime,42,True
118169,118171,29,1,o6_d4_a2_odd_semiprime,odd_semiprime,6,o6_d4_a6_odd_semiprime,odd_semiprime,18,True
118211,118213,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,22,o4_d4_a1_even_semiprime,even_semiprime,6,False
118247,118249,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,28,o4_d12_a2_higher_divisor_odd,higher_divisor_odd,4,False
118409,118411,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,10,o6_d4_a3_even_semiprime,even_semiprime,12,False
118619,118621,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,16,o6_d4_a2_odd_semiprime,odd_semiprime,12,True
118799,118801,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d4_a4_odd_semiprime,odd_semiprime,18,True
118901,118903,11,13,o4_d12_a2_higher_divisor_odd,higher_divisor_odd,4,o4_d4_a3_even_semiprime,even_semiprime,4,False
119087,119089,17,19,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,o4_d4_a4_odd_semiprime,odd_semiprime,10,False
119099,119101,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,10,o6_d12_a2_higher_divisor_odd,higher_divisor_odd,6,False
119129,119131,29,1,o4_d4_a2_odd_semiprime,odd_semiprime,22,o6_d4_a3_even_semiprime,even_semiprime,28,False
119291,119293,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,24,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,False
119297,119299,17,19,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a3_even_semiprime,even_semiprime,12,False
119417,119419,17,19,o4_d4_a6_odd_semiprime,odd_semiprime,28,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
119549,119551,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,16,o6_d4_a4_odd_semiprime,odd_semiprime,6,True
119657,119659,17,19,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a2_odd_semiprime,odd_semiprime,12,False
119687,119689,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
119699,119701,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,10,o6_d4_a2_odd_semiprime,odd_semiprime,22,True
119771,119773,11,13,o2_d4_a8_odd_semiprime,odd_semiprime,12,o4_d4_a1_even_semiprime,even_semiprime,10,False
119849,119851,29,1,o4_d4_a3_even_semiprime,even_semiprime,10,o6_d4_a4_odd_semiprime,odd_semiprime,18,False
119921,119923,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,30,o4_d4_a4_odd_semiprime,odd_semiprime,6,True
119981,119983,11,13,o6_d6_a4_higher_divisor_odd,higher_divisor_odd,10,o4_d4_a6_odd_semiprime,odd_semiprime,10,False
120047,120049,17,19,o2_d6_a3_higher_divisor_even,higher_divisor_even,6,o4_d4_a4_odd_semiprime,odd_semiprime,18,False
120077,120079,17,19,o4_d4_a6_odd_semiprime,odd_semiprime,10,o4_d4_a3_even_semiprime,even_semiprime,12,False
120689,120691,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d4_a2_odd_semiprime,odd_semiprime,18,True
120737,120739,17,19,o6_d4_a2_odd_semiprime,odd_semiprime,16,o4_d4_a7_even_semiprime,even_semiprime,10,False
120917,120919,17,19,o4_d4_a7_even_semiprime,even_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,10,False
120941,120943,11,13,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d10_a1_higher_divisor_even,higher_divisor_even,4,True
121019,121021,29,1,o6_d4_a2_odd_semiprime,odd_semiprime,6,o6_d4_a6_odd_semiprime,odd_semiprime,18,True
121061,121063,11,13,o4_d4_a3_even_semiprime,even_semiprime,22,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,False
121169,121171,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d4_a7_even_semiprime,even_semiprime,10,False
121349,121351,29,1,o6_d8_a2_higher_divisor_odd,higher_divisor_odd,6,o6_d8_a2_higher_divisor_odd,higher_divisor_odd,6,True
121367,121369,17,19,o4_d4_a1_even_semiprime,even_semiprime,10,o4_d4_a8_odd_semiprime,odd_semiprime,10,False
121439,121441,29,1,o2_d4_a6_odd_semiprime,odd_semiprime,18,o6_d8_a1_higher_divisor_even,higher_divisor_even,6,False
121577,121579,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a6_odd_semiprime,odd_semiprime,12,True
121607,121609,17,19,o6_d4_a2_odd_semiprime,odd_semiprime,16,o4_d4_a4_odd_semiprime,odd_semiprime,12,True
121631,121633,11,13,o6_d4_a1_even_semiprime,even_semiprime,10,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,False
121787,121789,17,19,o6_d4_a6_odd_semiprime,odd_semiprime,24,o4_d3_a12_prime_square,prime_square,54,False
121949,121951,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d4_a4_odd_semiprime,odd_semiprime,12,True
122027,122029,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,False
122039,122041,29,1,o6_d4_a2_odd_semiprime,odd_semiprime,6,o6_d6_a6_higher_divisor_odd,higher_divisor_odd,10,False
122051,122053,11,13,o6_d6_a6_higher_divisor_odd,higher_divisor_odd,10,o4_d4_a1_even_semiprime,even_semiprime,16,False
122147,122149,17,19,o6_d4_a6_odd_semiprime,odd_semiprime,16,o4_d4_a10_odd_semiprime,odd_semiprime,18,True
122201,122203,11,13,o4_d4_a6_odd_semiprime,odd_semiprime,28,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,False
122207,122209,17,19,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,o4_d4_a6_odd_semiprime,odd_semiprime,10,False
122321,122323,11,13,o4_d4_a3_even_semiprime,even_semiprime,22,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,False
122387,122389,17,19,o6_d4_a2_odd_semiprime,odd_semiprime,24,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,False
122399,122401,29,1,o6_d8_a1_higher_divisor_even,higher_divisor_even,6,o6_d4_a2_odd_semiprime,odd_semiprime,42,False
122501,122503,11,13,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a3_even_semiprime,even_semiprime,6,False
122597,122599,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,18,o4_d4_a2_odd_semiprime,odd_semiprime,10,True
122609,122611,29,1,o4_d4_a2_odd_semiprime,odd_semiprime,10,o6_d4_a10_odd_semiprime,odd_semiprime,40,True
122651,122653,11,13,o6_d4_a10_odd_semiprime,odd_semiprime,40,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
122741,122743,11,13,o4_d4_a4_odd_semiprime,odd_semiprime,22,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
122867,122869,17,19,o2_d6_a2_higher_divisor_odd,higher_divisor_odd,6,o4_d4_a10_odd_semiprime,odd_semiprime,18,False
123377,123379,17,19,o4_d4_a1_even_semiprime,even_semiprime,4,o4_d4_a4_odd_semiprime,odd_semiprime,18,False
123491,123493,11,13,o2_d4_a4_odd_semiprime,odd_semiprime,12,o4_d8_a1_higher_divisor_even,higher_divisor_even,6,False
123551,123553,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,4,o4_d4_a6_odd_semiprime,odd_semiprime,28,True
123581,123583,11,13,o4_d4_a6_odd_semiprime,odd_semiprime,28,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
123731,123733,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,4,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,False
124121,124123,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,24,o4_d4_a6_odd_semiprime,odd_semiprime,10,True
124181,124183,11,13,o6_d4_a6_odd_semiprime,odd_semiprime,10,o4_d6_a8_higher_divisor_odd,higher_divisor_odd,10,False
124247,124249,17,19,o6_d4_a2_odd_semiprime,odd_semiprime,16,o4_d4_a4_odd_semiprime,odd_semiprime,28,True
124301,124303,11,13,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a4_odd_semiprime,odd_semiprime,6,False
124337,124339,17,19,o4_d4_a18_odd_semiprime,odd_semiprime,28,o4_d4_a3_even_semiprime,even_semiprime,4,False
124349,124351,29,1,o6_d8_a2_higher_divisor_odd,higher_divisor_odd,6,o6_d4_a6_odd_semiprime,odd_semiprime,12,False
124427,124429,17,19,o2_d4_a6_odd_semiprime,odd_semiprime,60,o4_d16_a1_higher_divisor_even,higher_divisor_even,4,False
124541,124543,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a3_even_semiprime,even_semiprime,18,False
124769,124771,29,1,o4_d4_a6_odd_semiprime,odd_semiprime,10,o6_d6_a1_higher_divisor_even,higher_divisor_even,6,False
124781,124783,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,4,o4_d4_a6_odd_semiprime,odd_semiprime,10,True
124907,124909,17,19,o4_d6_a4_higher_divisor_odd,higher_divisor_odd,10,o4_d4_a4_odd_semiprime,odd_semiprime,10,False
124979,124981,29,1,o6_d4_a2_odd_semiprime,odd_semiprime,28,o6_d8_a4_higher_divisor_odd,higher_divisor_odd,6,False
125117,125119,17,19,o4_d12_a3_higher_divisor_even,higher_divisor_even,4,o4_d4_a4_odd_semiprime,odd_semiprime,12,False
125219,125221,29,1,o2_d4_a4_odd_semiprime,odd_semiprime,12,o6_d4_a6_odd_semiprime,odd_semiprime,10,True
125507,125509,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,18,True
125639,125641,29,1,o2_d4_a6_odd_semiprime,odd_semiprime,12,o6_d8_a1_higher_divisor_even,higher_divisor_even,10,False
125789,125791,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d4_a3_even_semiprime,even_semiprime,12,False
125897,125899,17,19,o4_d4_a6_odd_semiprime,odd_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,22,True
125927,125929,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,False
126011,126013,11,13,o6_d6_a1_higher_divisor_even,higher_divisor_even,10,o4_d4_a4_odd_semiprime,odd_semiprime,6,False
126227,126229,17,19,o4_d4_a3_even_semiprime,even_semiprime,4,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,False
126491,126493,11,13,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,o4_d4_a1_even_semiprime,even_semiprime,6,False
126611,126613,11,13,o6_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,18,True
126857,126859,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a6_odd_semiprime,odd_semiprime,54,True
127031,127033,11,13,o2_d4_a4_odd_semiprime,odd_semiprime,42,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,False
127079,127081,29,1,o6_d4_a3_even_semiprime,even_semiprime,28,o6_d4_a1_even_semiprime,even_semiprime,22,True
127217,127219,17,19,o4_d4_a2_odd_semiprime,odd_semiprime,10,o4_d4_a2_odd_semiprime,odd_semiprime,22,True
127247,127249,17,19,o2_d8_a2_higher_divisor_odd,higher_divisor_odd,6,o4_d4_a9_even_semiprime,even_semiprime,12,False
127289,127291,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d4_a3_even_semiprime,even_semiprime,6,False
127607,127609,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a4_odd_semiprime,odd_semiprime,28,True
127679,127681,29,1,o4_d4_a2_odd_semiprime,odd_semiprime,10,o6_d4_a1_even_semiprime,even_semiprime,10,False
127709,127711,29,1,o6_d4_a2_odd_semiprime,odd_semiprime,6,o6_d4_a2_odd_semiprime,odd_semiprime,6,True
127817,127819,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a7_even_semiprime,even_semiprime,18,False
128111,128113,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d6_a3_higher_divisor_even,higher_divisor_even,6,False
128201,128203,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a6_odd_semiprime,odd_semiprime,10,True
128237,128239,17,19,o6_d4_a6_odd_semiprime,odd_semiprime,16,o4_d4_a4_odd_semiprime,odd_semiprime,18,True
128339,128341,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d4_a1_even_semiprime,even_semiprime,6,False
128411,128413,11,13,o2_d4_a8_odd_semiprime,odd_semiprime,12,o4_d4_a4_odd_semiprime,odd_semiprime,18,True
128519,128521,29,1,o4_d4_a6_odd_semiprime,odd_semiprime,10,o6_d4_a2_odd_semiprime,odd_semiprime,28,True
128549,128551,29,1,o6_d4_a2_odd_semiprime,odd_semiprime,28,o6_d4_a7_even_semiprime,even_semiprime,12,False
128657,128659,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,28,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,False
128747,128749,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,30,o4_d4_a4_odd_semiprime,odd_semiprime,12,True
128831,128833,11,13,o2_d4_a8_odd_semiprime,odd_semiprime,12,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,False
128939,128941,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,16,o6_d6_a2_higher_divisor_odd,higher_divisor_odd,10,False
128969,128971,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,10,o6_d4_a6_odd_semiprime,odd_semiprime,10,True
128981,128983,11,13,o6_d4_a6_odd_semiprime,odd_semiprime,10,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,False
129119,129121,29,1,o6_d8_a4_higher_divisor_odd,higher_divisor_odd,6,o6_d6_a2_higher_divisor_odd,higher_divisor_odd,6,True
129221,129223,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a3_even_semiprime,even_semiprime,6,False
129287,129289,17,19,o2_d6_a3_higher_divisor_even,higher_divisor_even,6,o4_d6_a3_higher_divisor_even,higher_divisor_even,4,True
129401,129403,11,13,o4_d4_a4_odd_semiprime,odd_semiprime,22,o4_d4_a4_odd_semiprime,odd_semiprime,16,True
129497,129499,17,19,o2_d4_a3_even_semiprime,even_semiprime,6,o4_d6_a2_higher_divisor_odd,higher_divisor_odd,10,False
129527,129529,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a2_odd_semiprime,odd_semiprime,4,True
129587,129589,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,False
129629,129631,29,1,o4_d4_a6_odd_semiprime,odd_semiprime,22,o6_d4_a3_even_semiprime,even_semiprime,10,False
129641,129643,11,13,o6_d4_a3_even_semiprime,even_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,28,False
129917,129919,17,19,o6_d4_a1_even_semiprime,even_semiprime,16,o4_d4_a4_odd_semiprime,odd_semiprime,18,False
130199,130201,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,16,o6_d4_a1_even_semiprime,even_semiprime,10,False
130259,130261,29,1,o6_d4_a5_even_semiprime,even_semiprime,6,o6_d4_a4_odd_semiprime,odd_semiprime,6,False
130367,130369,17,19,o4_d4_a3_even_semiprime,even_semiprime,4,o4_d4_a2_odd_semiprime,odd_semiprime,10,False
130409,130411,29,1,o4_d4_a7_even_semiprime,even_semiprime,10,o6_d4_a4_odd_semiprime,odd_semiprime,12,False
130619,130621,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,30,o6_d4_a2_odd_semiprime,odd_semiprime,10,True
130631,130633,11,13,o6_d4_a2_odd_semiprime,odd_semiprime,10,o4_d6_a4_higher_divisor_odd,higher_divisor_odd,6,False
130649,130651,29,1,o6_d4_a3_even_semiprime,even_semiprime,6,o6_d4_a3_even_semiprime,even_semiprime,6,True
130841,130843,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a3_even_semiprime,even_semiprime,16,False
131009,131011,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,22,o6_d4_a4_odd_semiprime,odd_semiprime,12,True
131111,131113,11,13,o6_d4_a1_even_semiprime,even_semiprime,10,o4_d4_a1_even_semiprime,even_semiprime,16,True
131249,131251,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,18,o6_d4_a4_odd_semiprime,odd_semiprime,16,True
131447,131449,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a9_even_semiprime,even_semiprime,28,False
131477,131479,17,19,o4_d4_a9_even_semiprime,even_semiprime,28,o4_d4_a4_odd_semiprime,odd_semiprime,10,False
131639,131641,29,1,o2_d4_a6_odd_semiprime,odd_semiprime,12,o6_d4_a6_odd_semiprime,odd_semiprime,30,True
131711,131713,11,13,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,o4_d4_a4_odd_semiprime,odd_semiprime,18,False
131777,131779,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,False
131837,131839,17,19,o4_d4_a1_even_semiprime,even_semiprime,40,o4_d4_a3_even_semiprime,even_semiprime,10,True
131891,131893,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,30,o4_d4_a4_odd_semiprime,odd_semiprime,6,True
131939,131941,29,1,o6_d4_a2_odd_semiprime,odd_semiprime,6,o6_d8_a1_higher_divisor_even,higher_divisor_even,6,False
132047,132049,17,19,o4_d4_a10_odd_semiprime,odd_semiprime,28,o4_d4_a2_odd_semiprime,odd_semiprime,10,True
132329,132331,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,16,o6_d4_a2_odd_semiprime,odd_semiprime,16,True
132437,132439,17,19,o6_d4_a6_odd_semiprime,odd_semiprime,16,o4_d4_a3_even_semiprime,even_semiprime,30,False
132527,132529,17,19,o4_d12_a1_higher_divisor_even,higher_divisor_even,4,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,False
132707,132709,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a4_odd_semiprime,odd_semiprime,12,True
132749,132751,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,10,o6_d4_a3_even_semiprime,even_semiprime,6,False
132761,132763,11,13,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a3_even_semiprime,even_semiprime,54,False
132857,132859,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a3_even_semiprime,even_semiprime,4,False
132947,132949,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,18,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,False
133277,133279,17,19,o2_d8_a2_higher_divisor_odd,higher_divisor_odd,6,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,False
133319,133321,29,1,o4_d4_a3_even_semiprime,even_semiprime,16,o6_d6_a3_higher_divisor_even,higher_divisor_even,6,False
133349,133351,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d4_a6_odd_semiprime,odd_semiprime,28,True
133541,133543,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,22,o4_d4_a4_odd_semiprime,odd_semiprime,16,True
133631,133633,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,34,o4_d4_a6_odd_semiprime,odd_semiprime,16,True
133709,133711,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d8_a3_higher_divisor_even,higher_divisor_even,6,False
133811,133813,11,13,o6_d6_a2_higher_divisor_odd,higher_divisor_odd,10,o4_d4_a4_odd_semiprime,odd_semiprime,18,False
133979,133981,29,1,o2_d4_a4_odd_semiprime,odd_semiprime,12,o6_d4_a6_odd_semiprime,odd_semiprime,12,True
134087,134089,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d12_a2_higher_divisor_odd,higher_divisor_odd,4,False
134291,134293,11,13,o4_d12_a2_higher_divisor_odd,higher_divisor_odd,4,o4_d4_a4_odd_semiprime,odd_semiprime,34,False
134339,134341,29,1,o6_d4_a5_even_semiprime,even_semiprime,6,o6_d4_a6_odd_semiprime,odd_semiprime,12,False
134369,134371,29,1,o6_d4_a4_odd_semiprime,odd_semiprime,6,o6_d4_a3_even_semiprime,even_semiprime,28,False
134399,134401,29,1,o6_d4_a3_even_semiprime,even_semiprime,28,o6_d4_a4_odd_semiprime,odd_semiprime,16,False
134591,134593,11,13,o4_d6_a1_higher_divisor_even,higher_divisor_even,4,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,True
134681,134683,11,13,o4_d4_a1_even_semiprime,even_semiprime,4,o4_d3_a6_prime_square,prime_square,16,False
134837,134839,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,30,o4_d4_a3_even_semiprime,even_semiprime,12,False
134921,134923,11,13,o4_d16_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a6_odd_semiprime,odd_semiprime,24,False
135017,135019,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a2_odd_semiprime,odd_semiprime,10,True
135209,135211,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d4_a3_even_semiprime,even_semiprime,10,False
135281,135283,11,13,o4_d6_a2_higher_divisor_odd,higher_divisor_odd,4,o4_d4_a4_odd_semiprime,odd_semiprime,18,False
135347,135349,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,18,o4_d12_a1_higher_divisor_even,higher_divisor_even,4,False
135389,135391,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,22,o6_d4_a2_odd_semiprime,odd_semiprime,12,True
135431,135433,11,13,o4_d6_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a4_odd_semiprime,odd_semiprime,16,False
135461,135463,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a3_even_semiprime,even_semiprime,4,False
135467,135469,17,19,o4_d4_a3_even_semiprime,even_semiprime,4,o4_d6_a6_higher_divisor_odd,higher_divisor_odd,10,False
135599,135601,29,1,o6_d8_a2_higher_divisor_odd,higher_divisor_odd,6,o6_d4_a1_even_semiprime,even_semiprime,6,False
135647,135649,17,19,o4_d4_a1_even_semiprime,even_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,12,False
135719,135721,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,18,o6_d6_a3_higher_divisor_even,higher_divisor_even,6,False
135911,135913,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a1_even_semiprime,even_semiprime,16,False
135977,135979,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,40,o4_d4_a6_odd_semiprime,odd_semiprime,34,True
136067,136069,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a10_odd_semiprime,odd_semiprime,24,True
136397,136399,17,19,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,False
136481,136483,11,13,o6_d4_a2_odd_semiprime,odd_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,18,True
136601,136603,11,13,o4_d4_a6_odd_semiprime,odd_semiprime,28,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,False
136649,136651,29,1,o6_d4_a1_even_semiprime,even_semiprime,28,o6_d8_a4_higher_divisor_odd,higher_divisor_odd,6,False
136691,136693,11,13,o4_d4_a1_even_semiprime,even_semiprime,34,o4_d4_a6_odd_semiprime,odd_semiprime,16,False
136709,136711,29,1,o4_d4_a6_odd_semiprime,odd_semiprime,16,o6_d4_a6_odd_semiprime,odd_semiprime,16,True
136751,136753,11,13,o2_d4_a3_even_semiprime,even_semiprime,12,o4_d4_a4_odd_semiprime,odd_semiprime,16,False
136811,136813,11,13,o4_d4_a1_even_semiprime,even_semiprime,34,o4_d4_a10_odd_semiprime,odd_semiprime,28,False
136859,136861,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,10,o6_d4_a10_odd_semiprime,odd_semiprime,18,True
