left_prime,right_prime,left_residue_mod30,right_residue_mod30,preceding_type_key,preceding_family,preceding_gap_width,following_type_key,following_family,following_gap_width,same_outer_family
10457,10459,17,19,o4_d4_a1_even_semiprime,even_semiprime,4,o4_d4_a3_even_semiprime,even_semiprime,4,True
10499,10501,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d4_a10_odd_semiprime,odd_semiprime,12,True
10529,10531,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,16,o6_d4_a2_odd_semiprime,odd_semiprime,28,True
10709,10711,29,1,o2_d4_a3_even_semiprime,even_semiprime,18,o6_d4_a2_odd_semiprime,odd_semiprime,12,False
10859,10861,29,1,o6_d8_a2_higher_divisor_odd,higher_divisor_odd,6,o6_d4_a1_even_semiprime,even_semiprime,6,False
10889,10891,29,1,o6_d4_a3_even_semiprime,even_semiprime,6,o6_d4_a2_odd_semiprime,odd_semiprime,12,False
10937,10939,17,19,o4_d4_a2_odd_semiprime,odd_semiprime,28,o4_d4_a3_even_semiprime,even_semiprime,10,False
11057,11059,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a3_even_semiprime,even_semiprime,10,False
11069,11071,29,1,o4_d4_a3_even_semiprime,even_semiprime,10,o6_d4_a2_odd_semiprime,odd_semiprime,12,False
11117,11119,17,19,o4_d4_a1_even_semiprime,even_semiprime,4,o4_d4_a7_even_semiprime,even_semiprime,12,True
11159,11161,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,10,o6_d4_a1_even_semiprime,even_semiprime,10,False
11171,11173,11,13,o6_d4_a1_even_semiprime,even_semiprime,10,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,False
11351,11353,11,13,o4_d4_a4_odd_semiprime,odd_semiprime,22,o4_d4_a4_odd_semiprime,odd_semiprime,16,True
11489,11491,29,1,o6_d4_a2_odd_semiprime,odd_semiprime,6,o6_d6_a2_higher_divisor_odd,higher_divisor_odd,6,False
11549,11551,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,22,o6_d4_a2_odd_semiprime,odd_semiprime,28,True
11699,11701,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,10,o6_d4_a1_even_semiprime,even_semiprime,16,False
11717,11719,17,19,o6_d4_a1_even_semiprime,even_semiprime,16,o4_d4_a2_odd_semiprime,odd_semiprime,12,False
11777,11779,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,34,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,False
11831,11833,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,4,o4_d8_a1_higher_divisor_even,higher_divisor_even,6,False
11939,11941,29,1,o6_d8_a4_higher_divisor_odd,higher_divisor_odd,6,o6_d4_a4_odd_semiprime,odd_semiprime,12,False
11969,11971,29,1,o4_d4_a3_even_semiprime,even_semiprime,10,o6_d4_a3_even_semiprime,even_semiprime,10,True
12041,12043,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,4,o4_d4_a4_odd_semiprime,odd_semiprime,6,True
12071,12073,11,13,o4_d4_a4_odd_semiprime,odd_semiprime,22,o4_d4_a1_even_semiprime,even_semiprime,24,False
12107,12109,17,19,o2_d4_a5_even_semiprime,even_semiprime,6,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,False
12161,12163,11,13,o4_d4_a1_even_semiprime,even_semiprime,4,o4_d4_a4_prime_cube,prime_cube,34,False
12239,12241,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d4_a1_even_semiprime,even_semiprime,10,False
12251,12253,11,13,o6_d4_a1_even_semiprime,even_semiprime,10,o4_d4_a9_even_semiprime,even_semiprime,10,True
12377,12379,17,19,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a2_odd_semiprime,odd_semiprime,12,False
12539,12541,29,1,o2_d4_a4_odd_semiprime,odd_semiprime,12,o6_d4_a1_even_semiprime,even_semiprime,6,False
12611,12613,11,13,o6_d4_a1_even_semiprime,even_semiprime,10,o4_d8_a4_higher_divisor_odd,higher_divisor_odd,6,False
12821,12823,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a4_odd_semiprime,odd_semiprime,6,True
12917,12919,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,False
13001,13003,11,13,o6_d4_a6_odd_semiprime,odd_semiprime,18,o4_d6_a1_higher_divisor_even,higher_divisor_even,4,False
13007,13009,17,19,o4_d6_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a2_odd_semiprime,odd_semiprime,24,False
13217,13219,17,19,o2_d4_a4_odd_semiprime,odd_semiprime,30,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
13337,13339,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a2_odd_semiprime,odd_semiprime,28,True
13397,13399,17,19,o6_d4_a1_even_semiprime,even_semiprime,16,o4_d4_a3_even_semiprime,even_semiprime,12,True
13679,13681,29,1,o4_d6_a4_higher_divisor_odd,higher_divisor_odd,10,o6_d4_a1_even_semiprime,even_semiprime,6,False
13691,13693,11,13,o4_d12_a3_higher_divisor_even,higher_divisor_even,4,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,True
13709,13711,29,1,o2_d4_a4_odd_semiprime,odd_semiprime,12,o6_d4_a3_even_semiprime,even_semiprime,10,False
13721,13723,11,13,o6_d4_a3_even_semiprime,even_semiprime,10,o4_d4_a3_even_semiprime,even_semiprime,6,True
13757,13759,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,False
13829,13831,29,1,o4_d4_a2_odd_semiprime,odd_semiprime,22,o6_d4_a3_even_semiprime,even_semiprime,10,False
13877,13879,17,19,o4_d6_a3_higher_divisor_even,higher_divisor_even,4,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,False
13901,13903,11,13,o6_d4_a2_odd_semiprime,odd_semiprime,18,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,False
13931,13933,11,13,o6_d4_a1_even_semiprime,even_semiprime,10,o4_d4_a1_even_semiprime,even_semiprime,30,True
13997,13999,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,30,o4_d4_a3_even_semiprime,even_semiprime,10,False
14009,14011,29,1,o4_d4_a3_even_semiprime,even_semiprime,10,o6_d4_a4_odd_semiprime,odd_semiprime,18,False
14081,14083,11,13,o6_d4_a2_odd_semiprime,odd_semiprime,10,o4_d4_a3_even_semiprime,even_semiprime,4,False
14249,14251,29,1,o6_d6_a4_higher_divisor_odd,higher_divisor_odd,6,o6_d4_a2_odd_semiprime,odd_semiprime,30,False
14321,14323,11,13,o6_d4_a2_odd_semiprime,odd_semiprime,18,o4_d6_a1_higher_divisor_even,higher_divisor_even,4,False
14387,14389,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,18,o4_d4_a4_odd_semiprime,odd_semiprime,12,True
14447,14449,17,19,o4_d4_a1_even_semiprime,even_semiprime,10,o4_d4_a2_odd_semiprime,odd_semiprime,12,False
14549,14551,29,1,o6_d4_a2_odd_semiprime,odd_semiprime,6,o6_d8_a3_higher_divisor_even,higher_divisor_even,6,False
14561,14563,11,13,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a3_even_semiprime,even_semiprime,28,False
14591,14593,11,13,o4_d4_a3_even_semiprime,even_semiprime,28,o4_d4_a1_even_semiprime,even_semiprime,28,True
14627,14629,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a2_odd_semiprime,odd_semiprime,4,True
14867,14869,17,19,o6_d4_a2_odd_semiprime,odd_semiprime,16,o4_d4_a2_odd_semiprime,odd_semiprime,10,True
15137,15139,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
15269,15271,29,1,o6_d8_a2_higher_divisor_odd,higher_divisor_odd,6,o6_d6_a2_higher_divisor_odd,higher_divisor_odd,6,True
15287,15289,17,19,o4_d4_a1_even_semiprime,even_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,10,False
15329,15331,29,1,o4_d4_a2_odd_semiprime,odd_semiprime,10,o6_d4_a4_odd_semiprime,odd_semiprime,18,True
15359,15361,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,10,o6_d4_a1_even_semiprime,even_semiprime,12,False
15581,15583,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a3_even_semiprime,even_semiprime,18,False
15641,15643,11,13,o2_d4_a5_even_semiprime,even_semiprime,12,o4_d4_a3_even_semiprime,even_semiprime,4,True
15647,15649,17,19,o4_d4_a3_even_semiprime,even_semiprime,4,o4_d4_a4_odd_semiprime,odd_semiprime,12,False
15731,15733,11,13,o4_d10_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a1_even_semiprime,even_semiprime,4,False
15737,15739,17,19,o4_d4_a1_even_semiprime,even_semiprime,4,o4_d4_a7_even_semiprime,even_semiprime,10,True
15887,15889,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a2_odd_semiprime,odd_semiprime,12,True
15971,15973,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a4_odd_semiprime,odd_semiprime,18,True
16061,16063,11,13,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,False
16067,16069,17,19,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,True
16139,16141,29,1,o2_d3_a2_prime_square,prime_square,12,o6_d4_a2_odd_semiprime,odd_semiprime,42,False
16187,16189,17,19,o4_d4_a3_even_semiprime,even_semiprime,4,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,False
16229,16231,29,1,o6_d6_a5_higher_divisor_even,higher_divisor_even,6,o6_d4_a3_even_semiprime,even_semiprime,18,False
16361,16363,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a4_odd_semiprime,odd_semiprime,6,True
16451,16453,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,4,o4_d4_a4_odd_semiprime,odd_semiprime,24,True
16631,16633,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a1_even_semiprime,even_semiprime,16,False
16649,16651,29,1,o4_d4_a1_even_semiprime,even_semiprime,16,o6_d4_a4_odd_semiprime,odd_semiprime,6,False
16691,16693,11,13,o6_d4_a6_odd_semiprime,odd_semiprime,18,o4_d4_a4_odd_semiprime,odd_semiprime,6,True
16829,16831,29,1,o6_d6_a2_higher_divisor_odd,higher_divisor_odd,6,o6_d4_a6_odd_semiprime,odd_semiprime,12,False
16901,16903,11,13,o2_d4_a5_even_semiprime,even_semiprime,12,o4_d4_a6_odd_semiprime,odd_semiprime,18,False
16979,16981,29,1,o4_d4_a6_odd_semiprime,odd_semiprime,16,o6_d8_a1_higher_divisor_even,higher_divisor_even,6,False
17027,17029,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,False
17189,17191,29,1,o6_d6_a5_higher_divisor_even,higher_divisor_even,6,o6_d4_a3_even_semiprime,even_semiprime,12,False
17207,17209,17,19,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,o4_d4_a2_odd_semiprime,odd_semiprime,22,False
17291,17293,11,13,o4_d4_a1_even_semiprime,even_semiprime,34,o4_d4_a1_even_semiprime,even_semiprime,6,True
17387,17389,17,19,o4_d4_a3_even_semiprime,even_semiprime,4,o4_d10_a3_higher_divisor_even,higher_divisor_even,4,False
17417,17419,17,19,o6_d4_a2_odd_semiprime,odd_semiprime,16,o4_d4_a2_odd_semiprime,odd_semiprime,12,True
17489,17491,29,1,o6_d8_a2_higher_divisor_odd,higher_divisor_odd,6,o6_d4_a3_even_semiprime,even_semiprime,6,False
17579,17581,29,1,o6_d12_a2_higher_divisor_odd,higher_divisor_odd,6,o6_d4_a2_odd_semiprime,odd_semiprime,16,False
17597,17599,17,19,o6_d4_a2_odd_semiprime,odd_semiprime,16,o4_d4_a2_odd_semiprime,odd_semiprime,10,True
17657,17659,17,19,o2_d4_a8_odd_semiprime,odd_semiprime,30,o4_d4_a3_even_semiprime,even_semiprime,10,False
17681,17683,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a4_odd_semiprime,odd_semiprime,24,True
17747,17749,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,12,True
17789,17791,29,1,o6_d4_a2_odd_semiprime,odd_semiprime,6,o6_d4_a4_odd_semiprime,odd_semiprime,16,True
17837,17839,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,12,True
17909,17911,29,1,o6_d4_a2_odd_semiprime,odd_semiprime,6,o6_d4_a4_odd_semiprime,odd_semiprime,10,True
17921,17923,11,13,o6_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a3_even_semiprime,even_semiprime,6,False
17957,17959,17,19,o2_d4_a3_even_semiprime,even_semiprime,18,o4_d4_a2_odd_semiprime,odd_semiprime,12,False
17987,17989,17,19,o2_d6_a2_higher_divisor_odd,higher_divisor_odd,6,o4_d4_a4_odd_semiprime,odd_semiprime,24,False
18041,18043,11,13,o4_d4_a1_even_semiprime,even_semiprime,28,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,False
18047,18049,17,19,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,o4_d4_a4_odd_semiprime,odd_semiprime,10,False
18059,18061,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,10,o6_d4_a4_odd_semiprime,odd_semiprime,16,True
18119,18121,29,1,o4_d4_a1_even_semiprime,even_semiprime,22,o6_d8_a2_higher_divisor_odd,higher_divisor_odd,6,False
18131,18133,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,4,o4_d4_a1_even_semiprime,even_semiprime,10,False
18251,18253,11,13,o6_d4_a4_odd_semiprime,odd_semiprime,18,o4_d4_a1_even_semiprime,even_semiprime,4,False
18287,18289,17,19,o2_d4_a4_odd_semiprime,odd_semiprime,18,o4_d4_a4_odd_semiprime,odd_semiprime,12,True
18311,18313,11,13,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,o4_d4_a1_even_semiprime,even_semiprime,16,False
18521,18523,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,4,o4_d4_a4_odd_semiprime,odd_semiprime,16,True
18539,18541,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,16,o6_d4_a4_odd_semiprime,odd_semiprime,12,True
18911,18913,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d6_a3_higher_divisor_even,higher_divisor_even,4,False
18917,18919,17,19,o4_d6_a3_higher_divisor_even,higher_divisor_even,4,o4_d4_a3_even_semiprime,even_semiprime,28,False
19079,19081,29,1,o6_d4_a4_odd_semiprime,odd_semiprime,6,o6_d4_a2_odd_semiprime,odd_semiprime,6,True
19139,19141,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,18,o6_d4_a6_odd_semiprime,odd_semiprime,16,True
19181,19183,11,13,o6_d4_a2_odd_semiprime,odd_semiprime,18,o4_d4_a4_odd_semiprime,odd_semiprime,24,True
19211,19213,11,13,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,o4_d4_a4_odd_semiprime,odd_semiprime,6,False
19379,19381,29,1,o6_d4_a5_even_semiprime,even_semiprime,6,o6_d4_a4_odd_semiprime,odd_semiprime,6,False
19421,19423,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,4,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,False
19427,19429,17,19,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,o4_d12_a2_higher_divisor_odd,higher_divisor_odd,4,False
19469,19471,29,1,o6_d4_a3_even_semiprime,even_semiprime,6,o6_d4_a2_odd_semiprime,odd_semiprime,6,False
19541,19543,11,13,o6_d4_a3_even_semiprime,even_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,10,False
19697,19699,17,19,o4_d4_a2_odd_semiprime,odd_semiprime,10,o4_d4_a3_even_semiprime,even_semiprime,10,False
19751,19753,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a4_odd_semiprime,odd_semiprime,6,True
19841,19843,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,22,o4_d4_a3_even_semiprime,even_semiprime,10,False
19889,19891,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,22,o6_d4_a6_odd_semiprime,odd_semiprime,22,True
19961,19963,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
19991,19993,11,13,o2_d4_a4_odd_semiprime,odd_semiprime,12,o4_d6_a3_higher_divisor_even,higher_divisor_even,4,False
20021,20023,11,13,o6_d4_a3_even_semiprime,even_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,6,False
20147,20149,17,19,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,o4_d4_a4_odd_semiprime,odd_semiprime,12,False
20231,20233,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a6_odd_semiprime,odd_semiprime,16,True
20357,20359,17,19,o4_d4_a1_even_semiprime,even_semiprime,4,o4_d4_a3_even_semiprime,even_semiprime,10,True
20441,20443,11,13,o6_d4_a6_odd_semiprime,odd_semiprime,10,o4_d4_a3_even_semiprime,even_semiprime,34,False
20477,20479,17,19,o4_d4_a3_even_semiprime,even_semiprime,34,o4_d4_a2_odd_semiprime,odd_semiprime,4,False
20507,20509,17,19,o6_d4_a3_even_semiprime,even_semiprime,24,o4_d4_a4_odd_semiprime,odd_semiprime,12,False
20549,20551,29,1,o6_d4_a3_even_semiprime,even_semiprime,6,o6_d4_a4_odd_semiprime,odd_semiprime,12,False
20639,20641,29,1,o2_d4_a6_odd_semiprime,odd_semiprime,12,o6_d4_a1_even_semiprime,even_semiprime,22,False
20717,20719,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a2_odd_semiprime,odd_semiprime,12,True
20747,20749,17,19,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a2_odd_semiprime,odd_semiprime,4,False
20771,20773,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a4_odd_semiprime,odd_semiprime,16,True
20807,20809,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,18,o4_d4_a4_odd_semiprime,odd_semiprime,40,True
20897,20899,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a2_odd_semiprime,odd_semiprime,4,True
20981,20983,11,13,o6_d4_a6_odd_semiprime,odd_semiprime,18,o4_d4_a4_odd_semiprime,odd_semiprime,18,True
21011,21013,11,13,o6_d4_a1_even_semiprime,even_semiprime,10,o4_d12_a2_higher_divisor_odd,higher_divisor_odd,4,False
21017,21019,17,19,o4_d12_a2_higher_divisor_odd,higher_divisor_odd,4,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,False
21059,21061,29,1,o6_d4_a6_odd_semiprime,odd_semiprime,28,o6_d4_a1_even_semiprime,even_semiprime,6,False
21191,21193,11,13,o4_d6_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a1_even_semiprime,even_semiprime,18,False
21317,21319,17,19,o4_d4_a1_even_semiprime,even_semiprime,4,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,False
21377,21379,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,30,o4_d4_a2_odd_semiprime,odd_semiprime,4,True
21491,21493,11,13,o4_d16_a2_higher_divisor_odd,higher_divisor_odd,4,o4_d8_a1_higher_divisor_even,higher_divisor_even,6,False
21521,21523,11,13,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,o4_d6_a1_higher_divisor_even,higher_divisor_even,6,False
21557,21559,17,19,o4_d4_a2_odd_semiprime,odd_semiprime,28,o4_d4_a2_odd_semiprime,odd_semiprime,4,True
21587,21589,17,19,o4_d4_a1_even_semiprime,even_semiprime,10,o4_d4_a9_even_semiprime,even_semiprime,10,True
21599,21601,29,1,o4_d4_a9_even_semiprime,even_semiprime,10,o6_d8_a1_higher_divisor_even,higher_divisor_even,10,False
21611,21613,11,13,o6_d8_a1_higher_divisor_even,higher_divisor_even,10,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,True
21647,21649,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,30,o4_d4_a4_odd_semiprime,odd_semiprime,12,True
21737,21739,17,19,o4_d4_a2_odd_semiprime,odd_semiprime,10,o4_d4_a2_odd_semiprime,odd_semiprime,12,True
21839,21841,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,18,o6_d4_a6_odd_semiprime,odd_semiprime,10,True
22037,22039,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a6_odd_semiprime,odd_semiprime,12,True
22091,22093,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a1_even_semiprime,even_semiprime,16,False
22109,22111,29,1,o4_d4_a1_even_semiprime,even_semiprime,16,o6_d4_a3_even_semiprime,even_semiprime,12,True
22157,22159,17,19,o4_d12_a3_higher_divisor_even,higher_divisor_even,4,o4_d4_a4_odd_semiprime,odd_semiprime,12,False
22271,22273,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d6_a3_higher_divisor_even,higher_divisor_even,4,False
22277,22279,17,19,o4_d6_a3_higher_divisor_even,higher_divisor_even,4,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,False
22367,22369,17,19,o2_d4_a4_odd_semiprime,odd_semiprime,18,o4_d4_a2_odd_semiprime,odd_semiprime,12,True
22481,22483,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a3_even_semiprime,even_semiprime,18,False
22541,22543,11,13,o6_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a3_even_semiprime,even_semiprime,6,False
22571,22573,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,4,o4_d4_a1_even_semiprime,even_semiprime,40,False
22619,22621,29,1,o6_d4_a2_odd_semiprime,odd_semiprime,6,o6_d4_a1_even_semiprime,even_semiprime,16,False
22637,22639,17,19,o6_d4_a1_even_semiprime,even_semiprime,16,o4_d4_a2_odd_semiprime,odd_semiprime,4,False
22697,22699,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a3_even_semiprime,even_semiprime,10,False
22739,22741,29,1,o2_d4_a4_odd_semiprime,odd_semiprime,12,o6_d4_a4_odd_semiprime,odd_semiprime,10,True
22859,22861,29,1,o6_d8_a2_higher_divisor_odd,higher_divisor_odd,6,o6_d4_a2_odd_semiprime,odd_semiprime,10,False
22961,22963,11,13,o6_d4_a4_odd_semiprime,odd_semiprime,18,o4_d4_a3_even_semiprime,even_semiprime,10,False
23027,23029,17,19,o2_d8_a5_higher_divisor_even,higher_divisor_even,6,o4_d4_a4_odd_semiprime,odd_semiprime,10,False
23039,23041,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,10,o6_d4_a2_odd_semiprime,odd_semiprime,12,True
23057,23059,17,19,o4_d4_a1_even_semiprime,even_semiprime,4,o4_d4_a2_odd_semiprime,odd_semiprime,4,False
23201,23203,11,13,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a4_odd_semiprime,odd_semiprime,6,False
23291,23293,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,False
23369,23371,29,1,o2_d4_a5_even_semiprime,even_semiprime,12,o6_d4_a6_odd_semiprime,odd_semiprime,28,False
23537,23539,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
23561,23563,11,13,o4_d4_a1_even_semiprime,even_semiprime,4,o4_d4_a3_even_semiprime,even_semiprime,4,True
23627,23629,17,19,o4_d4_a3_even_semiprime,even_semiprime,4,o4_d4_a2_odd_semiprime,odd_semiprime,4,False
23669,23671,29,1,o6_d4_a2_odd_semiprime,odd_semiprime,6,o6_d6_a4_higher_divisor_odd,higher_divisor_odd,6,False
23687,23689,17,19,o4_d4_a1_even_semiprime,even_semiprime,10,o4_d4_a10_odd_semiprime,odd_semiprime,30,False
23741,23743,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,22,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,False
23831,23833,11,13,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,o4_d4_a6_odd_semiprime,odd_semiprime,24,False
23909,23911,29,1,o4_d4_a7_even_semiprime,even_semiprime,10,o6_d4_a4_odd_semiprime,odd_semiprime,6,False
24107,24109,17,19,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,False
24179,24181,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,10,o6_d4_a10_odd_semiprime,odd_semiprime,16,True
24371,24373,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a4_odd_semiprime,odd_semiprime,6,True
24419,24421,29,1,o6_d6_a4_higher_divisor_odd,higher_divisor_odd,6,o6_d4_a1_even_semiprime,even_semiprime,18,False
24917,24919,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,10,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,False
24977,24979,17,19,o2_d4_a3_even_semiprime,even_semiprime,6,o4_d4_a3_even_semiprime,even_semiprime,10,True
25031,25033,11,13,o6_d4_a2_odd_semiprime,odd_semiprime,18,o4_d4_a1_even_semiprime,even_semiprime,4,False
25169,25171,29,1,o6_d4_a3_even_semiprime,even_semiprime,6,o6_d4_a6_odd_semiprime,odd_semiprime,12,False
25301,25303,11,13,o6_d4_a6_odd_semiprime,odd_semiprime,40,o4_d4_a3_even_semiprime,even_semiprime,4,False
25307,25309,17,19,o4_d4_a3_even_semiprime,even_semiprime,4,o4_d4_a4_odd_semiprime,odd_semiprime,12,False
25409,25411,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,18,o6_d4_a6_odd_semiprime,odd_semiprime,12,True
25469,25471,29,1,o6_d6_a5_higher_divisor_even,higher_divisor_even,6,o6_d4_a6_odd_semiprime,odd_semiprime,52,False
25577,25579,17,19,o6_d4_a1_even_semiprime,even_semiprime,16,o4_d4_a2_odd_semiprime,odd_semiprime,4,False
25601,25603,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a4_odd_semiprime,odd_semiprime,6,True
25799,25801,29,1,o6_d4_a4_odd_semiprime,odd_semiprime,6,o6_d4_a6_odd_semiprime,odd_semiprime,18,True
25847,25849,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a4_odd_semiprime,odd_semiprime,18,True
25931,25933,11,13,o2_d4_a4_odd_semiprime,odd_semiprime,12,o4_d4_a1_even_semiprime,even_semiprime,6,False
25997,25999,17,19,o6_d4_a4_odd_semiprime,odd_semiprime,16,o4_d4_a3_even_semiprime,even_semiprime,4,False
26111,26113,11,13,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,o4_d6_a3_higher_divisor_even,higher_divisor_even,6,False
