anchor_p,offset,candidate_q,carrier,carrier_offset,carrier_d,post_carrier_lower_d_count,post_carrier_ge_d_count,interior_prime_offsets,structural_status,structural_reasons,exact_status,exact_reasons
167,60,227,169,2,3,0,48,6 12 14 24 26 30 32 44 56,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
167,62,229,169,2,3,0,49,6 12 14 24 26 30 32 44 56 60,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
173,6,179,177,4,4,0,1,,SURVIVES,,SURVIVES,
173,8,181,177,4,4,0,2,6,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
173,14,187,177,4,4,0,7,6 8,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
173,18,191,177,4,4,0,11,6 8,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
173,20,193,177,4,4,0,12,6 8 18,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
173,24,197,177,4,4,0,15,6 8 18 20,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
173,26,199,177,4,4,0,16,6 8 18 20 24,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
173,30,203,177,4,4,0,19,6 8 18 20 24 26,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
173,36,209,177,4,4,0,25,6 8 18 20 24 26,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
173,38,211,177,4,4,0,27,6 8 18 20 24 26,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
173,44,217,177,4,4,0,32,6 8 18 20 24 26 38,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
173,48,221,177,4,4,0,36,6 8 18 20 24 26 38,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
173,50,223,177,4,4,0,38,6 8 18 20 24 26 38,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
173,54,227,177,4,4,0,41,6 8 18 20 24 26 38 50,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
173,56,229,177,4,4,0,42,6 8 18 20 24 26 38 50 54,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
173,60,233,177,4,4,0,45,6 8 18 20 24 26 38 50 54 56,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
179,2,181,180,1,18,0,0,,SURVIVES,,SURVIVES,
179,8,187,183,4,4,0,3,2,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
179,12,191,183,4,4,0,7,2,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
179,14,193,183,4,4,0,8,2 12,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
179,18,197,183,4,4,0,11,2 12 14,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
179,20,199,183,4,4,0,12,2 12 14 18,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
179,24,203,183,4,4,0,15,2 12 14 18 20,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
179,30,209,183,4,4,0,21,2 12 14 18 20,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
179,32,211,183,4,4,0,23,2 12 14 18 20,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
179,38,217,183,4,4,0,28,2 12 14 18 20 32,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
179,42,221,183,4,4,0,32,2 12 14 18 20 32,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
179,44,223,183,4,4,0,34,2 12 14 18 20 32,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
179,48,227,183,4,4,0,37,2 12 14 18 20 32 44,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
179,50,229,183,4,4,0,38,2 12 14 18 20 32 44 48,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
179,54,233,183,4,4,0,41,2 12 14 18 20 32 44 48 50,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
179,60,239,183,4,4,0,46,2 12 14 18 20 32 44 48 50 54,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
179,62,241,183,4,4,0,47,2 12 14 18 20 32 44 48 50 54 60,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
181,6,187,183,2,4,0,3,,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE
181,10,191,183,2,4,0,7,,SURVIVES,,SURVIVES,
181,12,193,183,2,4,0,8,10,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
181,16,197,183,2,4,0,11,10 12,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
181,18,199,183,2,4,0,12,10 12 16,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
181,22,203,183,2,4,0,15,10 12 16 18,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
181,28,209,183,2,4,0,21,10 12 16 18,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
181,30,211,183,2,4,0,23,10 12 16 18,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
181,36,217,183,2,4,0,28,10 12 16 18 30,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
181,40,221,183,2,4,0,32,10 12 16 18 30,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
181,42,223,183,2,4,0,34,10 12 16 18 30,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
181,46,227,183,2,4,0,37,10 12 16 18 30 42,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
181,48,229,183,2,4,0,38,10 12 16 18 30 42 46,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
181,52,233,183,2,4,0,41,10 12 16 18 30 42 46 48,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
181,58,239,183,2,4,0,46,10 12 16 18 30 42 46 48 52,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
181,60,241,183,2,4,0,47,10 12 16 18 30 42 46 48 52 58,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
191,2,193,192,1,14,0,0,,SURVIVES,,SURVIVES,
191,6,197,194,3,4,0,2,2,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
191,8,199,194,3,4,0,3,2 6,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
191,12,203,194,3,4,0,6,2 6 8,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
191,18,209,194,3,4,0,12,2 6 8,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
191,20,211,194,3,4,0,14,2 6 8,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
191,26,217,194,3,4,0,19,2 6 8 20,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
191,30,221,194,3,4,0,23,2 6 8 20,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
191,32,223,194,3,4,0,25,2 6 8 20,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
191,36,227,194,3,4,0,28,2 6 8 20 32,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
191,38,229,194,3,4,0,29,2 6 8 20 32 36,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
191,42,233,194,3,4,0,32,2 6 8 20 32 36 38,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
191,48,239,194,3,4,0,37,2 6 8 20 32 36 38 42,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
191,50,241,194,3,4,0,38,2 6 8 20 32 36 38 42 48,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
191,56,247,194,3,4,0,43,2 6 8 20 32 36 38 42 48 50,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
191,60,251,194,3,4,0,47,2 6 8 20 32 36 38 42 48 50,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
191,62,253,194,3,4,0,48,2 6 8 20 32 36 38 42 48 50 60,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
193,4,197,194,1,4,0,2,,SURVIVES,,SURVIVES,
193,6,199,194,1,4,0,3,4,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
193,10,203,194,1,4,0,6,4 6,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
193,16,209,194,1,4,0,12,4 6,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
193,18,211,194,1,4,0,14,4 6,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
193,24,217,194,1,4,0,19,4 6 18,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
193,28,221,194,1,4,0,23,4 6 18,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
193,30,223,194,1,4,0,25,4 6 18,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
193,34,227,194,1,4,0,28,4 6 18 30,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
193,36,229,194,1,4,0,29,4 6 18 30 34,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
193,40,233,194,1,4,0,32,4 6 18 30 34 36,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
193,46,239,194,1,4,0,37,4 6 18 30 34 36 40,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
193,48,241,194,1,4,0,38,4 6 18 30 34 36 40 46,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
193,54,247,194,1,4,0,43,4 6 18 30 34 36 40 46 48,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
193,58,251,194,1,4,0,47,4 6 18 30 34 36 40 46 48,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
193,60,253,194,1,4,0,48,4 6 18 30 34 36 40 46 48 58,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
193,64,257,194,1,4,0,52,4 6 18 30 34 36 40 46 48 58,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
197,2,199,198,1,12,0,0,,SURVIVES,,SURVIVES,
197,6,203,201,4,4,0,1,2,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
197,12,209,201,4,4,0,7,2,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
197,14,211,201,4,4,0,9,2,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
197,20,217,201,4,4,0,14,2 14,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
197,24,221,201,4,4,0,18,2 14,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
197,26,223,201,4,4,0,20,2 14,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
197,30,227,201,4,4,0,23,2 14 26,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
197,32,229,201,4,4,0,24,2 14 26 30,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
197,36,233,201,4,4,0,27,2 14 26 30 32,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
197,42,239,201,4,4,0,32,2 14 26 30 32 36,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
197,44,241,201,4,4,0,33,2 14 26 30 32 36 42,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
197,50,247,201,4,4,0,38,2 14 26 30 32 36 42 44,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
197,54,251,201,4,4,0,42,2 14 26 30 32 36 42 44,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
197,56,253,201,4,4,0,43,2 14 26 30 32 36 42 44 54,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
197,60,257,201,4,4,0,47,2 14 26 30 32 36 42 44 54,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
197,62,259,201,4,4,0,48,2 14 26 30 32 36 42 44 54 60,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
199,4,203,201,2,4,0,1,,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE
199,10,209,201,2,4,0,7,,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE
199,12,211,201,2,4,0,9,,SURVIVES,,SURVIVES,
199,18,217,201,2,4,0,14,12,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
199,22,221,201,2,4,0,18,12,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
199,24,223,201,2,4,0,20,12,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
199,28,227,201,2,4,0,23,12 24,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
199,30,229,201,2,4,0,24,12 24 28,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
199,34,233,201,2,4,0,27,12 24 28 30,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
199,40,239,201,2,4,0,32,12 24 28 30 34,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
199,42,241,201,2,4,0,33,12 24 28 30 34 40,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
199,48,247,201,2,4,0,38,12 24 28 30 34 40 42,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
199,52,251,201,2,4,0,42,12 24 28 30 34 40 42,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
199,54,253,201,2,4,0,43,12 24 28 30 34 40 42 52,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
199,58,257,201,2,4,0,47,12 24 28 30 34 40 42 52,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
199,60,259,201,2,4,0,48,12 24 28 30 34 40 42 52 58,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
199,64,263,201,2,4,0,52,12 24 28 30 34 40 42 52 58,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
